Local authority code,Local authority name,LSOA code,LSOA name,Median House Price 2022,Arson and Criminal Damage,Burglary,Drug Offences,Miscellaneous Crimes Against Society,Possession of Weapons,Public Order Offences,Robbery,Theft,Vehicle Offences,Violence Against The Person,Total Crime 2022,IMD Score,Income Deprivation Score,Employment Deprivation Score,Education Deprivation Score,Health Deprivation Score,Crime Score,Housing and Services Deprivation Score,Living Environment Deprivation Score,Total Population 2015,Average PTAI 2015,PTAL
E09000032,Wandsworth,E01004600,Wandsworth 018C,510000.0,29.0,42.0,35.0,7.0,1.0,55.0,17.0,210.0,39.0,135.0,570.0,27.898,0.215,0.119,12.588,-0.181,0.231,40.422,26.766,2417,19.9831,4
E09000032,Wandsworth,E01004601,Wandsworth 018D,440000.0,5.0,7.0,6.0,1.0,0.0,15.0,4.0,21.0,29.0,40.0,128.0,19.4,0.125,0.063,3.919,-0.248,0.899,28.991,33.847,2283,10.5263,3
E09000032,Wandsworth,E01004602,Wandsworth 010C,862000.0,3.0,11.0,1.0,0.0,0.0,6.0,3.0,47.0,19.0,23.0,113.0,9.577,0.03,0.015,1.213,-0.92,0.358,19.838,45.217,1673,29.104,6a
E09000032,Wandsworth,E01004604,Wandsworth 006A,1745000.0,2.0,10.0,1.0,0.0,0.0,2.0,0.0,18.0,49.0,12.0,94.0,7.81,0.015,0.02,0.091,-1.4,0.209,18.669,41.458,1651,6.57518,2
E09000032,Wandsworth,E01004605,Wandsworth 006B,940000.0,7.0,11.0,8.0,2.0,0.0,1.0,1.0,13.0,26.0,40.0,109.0,12.649,0.099,0.07,2.296,-0.824,-0.283,25.236,25.842,1799,6.04081,2
E09000032,Wandsworth,E01004606,Wandsworth 006C,882500.0,7.0,7.0,13.0,2.0,0.0,3.0,1.0,27.0,30.0,11.0,101.0,6.039,0.019,0.013,0.915,-0.984,-0.607,16.424,38.531,1707,13.7766,3
E09000032,Wandsworth,E01004607,Wandsworth 006D,1303250.0,3.0,7.0,1.0,1.0,0.0,3.0,2.0,6.0,29.0,8.0,60.0,6.918,0.028,0.024,0.444,-1.622,-0.035,21.868,34.003,1775,18.6834,4
E09000032,Wandsworth,E01004608,Wandsworth 006E,570000.0,11.0,4.0,2.0,2.0,0.0,12.0,4.0,30.0,49.0,33.0,147.0,15.701,0.098,0.054,7.563,-0.261,0.68,25.408,28.095,1661,30.8216,6a
E09000032,Wandsworth,E01004609,Wandsworth 010E,750000.0,28.0,42.0,16.0,7.0,1.0,51.0,20.0,272.0,39.0,189.0,665.0,11.246,0.029,0.019,0.139,-0.655,0.403,26.525,46.29,2029,32.7799,6a
E09000032,Wandsworth,E01004610,Wandsworth 033C,720000.0,3.0,9.0,1.0,1.0,0.0,2.0,1.0,28.0,32.0,30.0,107.0,19.919,0.102,0.064,5.102,-0.481,1.234,29.419,36.117,1945,13.9811,3
E09000032,Wandsworth,E01004611,Wandsworth 032B,882500.0,6.0,6.0,4.0,0.0,1.0,5.0,1.0,18.0,13.0,28.0,82.0,15.858,0.092,0.056,6.826,-0.476,0.39,24.627,41.299,1574,14.3291,3
E09000032,Wandsworth,E01004612,Wandsworth 032C,735000.0,7.0,8.0,3.0,1.0,0.0,13.0,4.0,43.0,17.0,63.0,159.0,21.038,0.158,0.082,4.682,-0.182,0.385,30.19,34.986,1653,17.9333,4
E09000032,Wandsworth,E01004613,Wandsworth 033D,525500.0,18.0,6.0,7.0,2.0,1.0,15.0,11.0,69.0,18.0,54.0,201.0,32.542,0.221,0.092,15.649,-0.046,1.054,35.107,52.271,1549,25.5224,6a
E09000032,Wandsworth,E01004614,Wandsworth 034A,575000.0,8.0,5.0,15.0,0.0,1.0,7.0,4.0,20.0,20.0,21.0,101.0,17.52,0.127,0.072,13.995,-0.051,-0.613,29.567,25.969,2160,20.741,5
E09000032,Wandsworth,E01004615,Wandsworth 034B,580000.0,9.0,9.0,13.0,2.0,0.0,15.0,3.0,17.0,27.0,68.0,163.0,37.117,0.254,0.161,22.371,0.664,0.732,35.617,26.204,1835,11.9066,3
E09000032,Wandsworth,E01004616,Wandsworth 034C,515000.0,10.0,11.0,7.0,2.0,1.0,1.0,1.0,21.0,23.0,30.0,107.0,16.16,0.096,0.051,10.605,-0.357,0.384,32.62,28.502,2174,31.1881,6a
E09000032,Wandsworth,E01004617,Wandsworth 034D,557750.0,30.0,19.0,21.0,5.0,6.0,55.0,12.0,127.0,34.0,172.0,481.0,22.718,0.146,0.076,15.563,0.548,0.134,35.252,21.253,1951,14.5109,3
E09000032,Wandsworth,E01004618,Wandsworth 032D,957500.0,6.0,3.0,1.0,2.0,0.0,2.0,0.0,7.0,10.0,28.0,59.0,13.315,0.051,0.032,1.829,-1.002,1.473,19.78,33.192,1507,15.3782,4
E09000032,Wandsworth,E01004619,Wandsworth 015E,577500.0,5.0,12.0,3.0,1.0,0.0,0.0,0.0,4.0,20.0,18.0,63.0,13.597,0.041,0.033,1.471,-1.168,1.176,24.249,42.324,1404,5.1342,2
E09000032,Wandsworth,E01004620,Wandsworth 019C,708500.0,4.0,6.0,1.0,1.0,0.0,3.0,1.0,9.0,24.0,29.0,78.0,13.595,0.074,0.059,2.756,-0.345,-0.041,22.319,41.187,1733,4.91633,1b
E09000032,Wandsworth,E01004621,Wandsworth 019D,575000.0,11.0,7.0,7.0,1.0,0.0,9.0,3.0,17.0,16.0,19.0,90.0,16.179,0.086,0.052,3.755,-0.809,0.555,31.974,40.286,1662,12.7501,3
E09000032,Wandsworth,E01004622,Wandsworth 024D,495000.0,17.0,5.0,10.0,37.0,1.0,12.0,3.0,10.0,13.0,100.0,208.0,21.096,0.105,0.061,19.721,-0.289,0.263,42.432,31.991,1523,3.16192,1b
E09000032,Wandsworth,E01004623,Wandsworth 019E,970000.0,8.0,4.0,2.0,0.0,0.0,4.0,0.0,14.0,25.0,14.0,71.0,8.842,0.069,0.045,1.32,-0.602,-0.151,21.689,21.572,1791,11.9191,3
E09000032,Wandsworth,E01004624,Wandsworth 024E,627500.0,10.0,3.0,0.0,3.0,3.0,0.0,2.0,11.0,23.0,51.0,106.0,19.498,0.11,0.077,8.584,-0.165,0.794,31.391,25.33,1548,9.31174,2
E09000032,Wandsworth,E01004625,Wandsworth 027E,2145000.0,1.0,2.0,1.0,0.0,0.0,2.0,1.0,1.0,23.0,3.0,34.0,7.552,0.014,0.016,0.793,-1.487,0.355,23.932,31.706,1417,3.97119,1b
E09000032,Wandsworth,E01004626,Wandsworth 027F,862500.0,33.0,11.0,10.0,2.0,1.0,36.0,4.0,31.0,44.0,195.0,367.0,14.008,0.055,0.059,0.496,0.271,0.341,25.972,30.374,1877,6.00695,2
E09000032,Wandsworth,E01004627,Wandsworth 019F,1300000.0,2.0,9.0,0.0,1.0,1.0,4.0,3.0,15.0,27.0,22.0,84.0,10.143,0.067,0.055,1.38,-1.019,-0.422,23.348,32.729,1656,16.2964,4
E09000032,Wandsworth,E01004628,Wandsworth 022A,482500.0,6.0,10.0,0.0,1.0,1.0,10.0,1.0,14.0,13.0,38.0,94.0,23.386,0.119,0.098,5.318,1.082,-0.747,38.045,21.544,2333,5.31662,2
E09000032,Wandsworth,E01004629,Wandsworth 020F,1200000.0,10.0,8.0,1.0,1.0,2.0,6.0,0.0,14.0,6.0,21.0,69.0,8.717,0.058,0.043,1.023,-1.235,0.059,24.982,24.127,1636,9.32165,2
E09000032,Wandsworth,E01004630,Wandsworth 022B,407500.0,6.0,9.0,3.0,1.0,0.0,10.0,3.0,12.0,11.0,57.0,112.0,29.906,0.234,0.144,18.587,0.212,0.212,33.843,18.181,1761,8.87223,2
E09000032,Wandsworth,E01004631,Wandsworth 022C,342250.0,6.0,6.0,2.0,0.0,0.0,15.0,2.0,7.0,13.0,46.0,97.0,20.805,0.153,0.084,8.854,0.217,0.166,28.082,28.338,1539,8.34233,2
E09000032,Wandsworth,E01004632,Wandsworth 028A,962500.0,5.0,11.0,1.0,2.0,0.0,1.0,0.0,5.0,11.0,18.0,54.0,8.395,0.079,0.039,1.746,-0.989,-0.434,21.883,23.534,1494,9.61406,2
E09000032,Wandsworth,E01004633,Wandsworth 022D,350000.0,8.0,3.0,1.0,3.0,0.0,4.0,0.0,15.0,5.0,39.0,78.0,26.263,0.249,0.119,14.84,-0.141,-0.442,32.893,19.173,1560,9.569,2
E09000032,Wandsworth,E01004634,Wandsworth 028B,465000.0,7.0,13.0,1.0,0.0,0.0,6.0,0.0,11.0,12.0,17.0,67.0,12.856,0.1,0.063,3.876,-0.561,-0.212,26.414,23.821,1531,5.70922,2
E09000032,Wandsworth,E01004635,Wandsworth 028C,420000.0,4.0,9.0,0.0,0.0,0.0,4.0,2.0,11.0,8.0,22.0,60.0,13.215,0.094,0.071,12.108,-0.872,-0.251,25.542,19.649,1658,9.45485,2
E09000032,Wandsworth,E01004636,Wandsworth 028D,610000.0,6.0,1.0,0.0,0.0,0.0,5.0,0.0,10.0,5.0,17.0,44.0,15.699,0.129,0.076,8.997,-0.341,-0.262,26.241,20.888,1547,4.895,1b
E09000032,Wandsworth,E01004637,Wandsworth 028E,444500.0,4.0,6.0,2.0,0.0,1.0,2.0,1.0,10.0,11.0,12.0,49.0,14.919,0.13,0.087,3.557,-0.549,-0.864,29.06,17.219,1443,6.43003,2
E09000032,Wandsworth,E01004638,Wandsworth 011B,839950.0,4.0,9.0,2.0,0.0,0.0,2.0,2.0,6.0,29.0,21.0,75.0,6.727,0.035,0.041,1.393,-1.54,0.008,15.675,30.705,1463,3.91931,1b
E09000032,Wandsworth,E01004639,Wandsworth 011C,525000.0,8.0,18.0,1.0,1.0,0.0,9.0,0.0,24.0,21.0,38.0,120.0,10.4,0.059,0.037,3.677,-0.803,-0.408,27.992,35.268,1677,4.88593,1b
E09000032,Wandsworth,E01004640,Wandsworth 011D,495000.0,2.0,10.0,0.0,1.0,0.0,5.0,0.0,0.0,23.0,9.0,50.0,5.165,0.033,0.022,1.556,-1.443,-0.798,21.916,25.728,1717,8.41123,2
E09000032,Wandsworth,E01004641,Wandsworth 011E,680000.0,5.0,12.0,1.0,1.0,1.0,4.0,0.0,5.0,22.0,31.0,82.0,19.668,0.124,0.094,2.572,-0.34,-0.183,36.165,34.595,1878,11.3352,3
E09000032,Wandsworth,E01004642,Wandsworth 016B,555000.0,11.0,6.0,0.0,0.0,0.0,8.0,1.0,13.0,10.0,27.0,76.0,22.167,0.117,0.085,13.266,-0.043,0.445,41.092,23.791,2170,4.81162,1b
E09000032,Wandsworth,E01004643,Wandsworth 016C,593750.0,17.0,7.0,3.0,1.0,0.0,12.0,4.0,26.0,10.0,90.0,170.0,21.764,0.18,0.113,7.728,-0.009,-0.228,30.846,18.482,2072,11.1144,3
E09000032,Wandsworth,E01004644,Wandsworth 016D,658500.0,21.0,16.0,6.0,3.0,0.0,19.0,0.0,38.0,16.0,189.0,308.0,18.179,0.117,0.071,8.83,-0.119,0.225,36.401,19.008,2317,6.22767,2
E09000032,Wandsworth,E01004645,Wandsworth 016E,370000.0,4.0,7.0,7.0,1.0,0.0,4.0,0.0,8.0,9.0,61.0,101.0,28.701,0.214,0.117,19.184,0.717,0.051,32.761,18.554,2206,6.09325,2
E09000033,Westminster,E01004646,Westminster 002A,3975000.0,3.0,15.0,2.0,0.0,0.0,6.0,1.0,14.0,21.0,26.0,88.0,14.374,0.061,0.04,14.799,-2.011,0.695,18.552,47.688,1871,17.3159,4
E09000033,Westminster,E01004647,Westminster 001A,1095000.0,4.0,7.0,2.0,1.0,0.0,12.0,10.0,43.0,38.0,24.0,141.0,16.324,0.108,0.08,12.759,-1.461,0.14,19.447,39.136,1729,14.8005,3
E09000033,Westminster,E01004648,Westminster 002B,750000.0,15.0,10.0,7.0,2.0,1.0,6.0,5.0,23.0,29.0,37.0,135.0,10.456,0.076,0.048,6.62,-1.842,0.043,20.589,30.686,2674,18.6008,4
E09000033,Westminster,E01004649,Westminster 001B,1380000.0,6.0,4.0,6.0,1.0,1.0,7.0,5.0,10.0,21.0,24.0,85.0,6.385,0.045,0.019,6.457,-2.464,-0.379,19.803,26.962,1950,21.6555,5
E09000033,Westminster,E01004650,Westminster 002C,1200099.0,3.0,7.0,3.0,1.0,0.0,5.0,1.0,13.0,36.0,12.0,81.0,5.964,0.038,0.025,1.574,-2.313,-0.453,18.466,32.409,2376,21.5086,5
E09000033,Westminster,E01004651,Westminster 003A,975000.0,6.0,7.0,0.0,0.0,0.0,3.0,3.0,13.0,3.0,15.0,50.0,9.221,0.05,0.025,11.401,-1.599,-1.11,23.261,40.12,2344,22.4332,5
E09000033,Westminster,E01004652,Westminster 017A,630000.0,15.0,13.0,13.0,0.0,2.0,26.0,8.0,114.0,10.0,42.0,243.0,15.871,0.101,0.048,8.659,-0.452,0.706,24.671,33.505,1932,46.8112,6b
E09000033,Westminster,E01004653,Westminster 014A,1482500.0,8.0,16.0,4.0,1.0,2.0,9.0,8.0,59.0,25.0,27.0,159.0,10.84,0.058,0.046,2.277,-1.358,0.354,17.709,40.894,1956,22.0553,5
E09000033,Westminster,E01004654,Westminster 014B,977500.0,12.0,21.0,14.0,3.0,1.0,13.0,10.0,127.0,31.0,32.0,264.0,12.798,0.072,0.051,3.988,-1.16,0.431,22.168,39.314,2640,26.1461,6a
E09000033,Westminster,E01004656,Westminster 014D,615000.0,19.0,21.0,9.0,2.0,2.0,14.0,14.0,41.0,22.0,45.0,189.0,23.605,0.137,0.105,7.8,-0.423,0.747,27.75,44.198,2253,32.9717,6a
E09000033,Westminster,E01004657,Westminster 012A,1925000.0,10.0,47.0,9.0,2.0,3.0,24.0,24.0,317.0,80.0,77.0,593.0,11.499,0.025,0.01,3.459,-1.909,0.729,21.73,50.447,1612,65.4648,6b
E09000033,Westminster,E01004658,Westminster 012B,1625000.0,27.0,29.0,24.0,3.0,6.0,48.0,35.0,301.0,25.0,121.0,619.0,15.648,0.073,0.048,7.353,-0.511,0.728,25.555,40.935,1446,60.5846,6b
E09000033,Westminster,E01004659,Westminster 008A,613750.0,4.0,12.0,8.0,1.0,0.0,5.0,11.0,45.0,20.0,26.0,132.0,7.589,0.053,0.035,2.54,-1.561,-0.929,25.027,30.629,2113,51.7312,6b
E09000033,Westminster,E01004660,Westminster 008B,1480000.0,10.0,15.0,1.0,2.0,0.0,15.0,8.0,157.0,20.0,39.0,267.0,8.583,0.035,0.02,5.954,-2.16,0.125,20.553,39.256,2144,67.5543,6b
E09000033,Westminster,E01004661,Westminster 012C,950000.0,23.0,42.0,18.0,5.0,11.0,44.0,17.0,142.0,16.0,99.0,417.0,20.233,0.126,0.103,2.699,-0.695,-0.018,23.733,52.05,2013,67.4532,6b
E09000033,Westminster,E01004662,Westminster 012D,1007500.0,6.0,17.0,3.0,1.0,1.0,3.0,8.0,53.0,123.0,39.0,254.0,12.001,0.043,0.028,1.021,-1.892,-0.374,25.19,61.821,1953,64.3299,6b
E09000033,Westminster,E01004663,Westminster 012E,2037500.0,6.0,27.0,12.0,1.0,2.0,8.0,9.0,46.0,24.0,32.0,167.0,17.986,0.092,0.074,1.858,-1.221,1.208,21.075,40.493,1678,62.8432,6b
E09000033,Westminster,E01004665,Westminster 024A,477382.26635059406,7.0,4.0,11.0,3.0,1.0,11.0,2.0,17.0,6.0,45.0,107.0,36.498,0.286,0.203,26.28,0.247,-0.306,27.256,26.967,1685,9.84175,2
E09000033,Westminster,E01004666,Westminster 023B,1787500.0,13.5,11.0,12.5,0.5,1.0,19.0,4.5,138.0,9.0,53.5,262.5,26.096,0.197,0.145,7.189,-0.141,0.276,21.871,39.147,1077,57.5241,6b
E09000033,Westminster,E01004667,Westminster 023C,4083500.0,13.5,11.0,12.5,0.5,1.0,19.0,4.5,138.0,9.0,53.5,262.5,30.083,0.179,0.155,11.014,0.009,0.239,22.362,59.957,1747,46.0239,6b
E09000033,Westminster,E01004668,Westminster 023D,1493750.0,1.0,3.0,2.0,2.0,0.0,4.0,2.0,7.0,11.0,32.0,64.0,18.423,0.14,0.105,2.953,-0.563,-0.006,22.369,35.177,1515,12.0873,3
E09000033,Westminster,E01004669,Westminster 024B,585000.0,8.0,9.0,11.0,1.0,3.0,6.0,2.0,24.0,5.0,39.0,108.0,30.923,0.263,0.148,15.597,0.163,0.026,24.742,35.671,1753,11.9224,3
E09000033,Westminster,E01004674,Westminster 005A,492700.0,8.0,6.0,8.0,0.0,1.0,13.0,3.0,51.0,13.0,80.0,183.0,34.303,0.283,0.179,16.34,-0.058,0.633,23.319,31.277,2256,21.5926,5
E09000033,Westminster,E01004675,Westminster 005B,555000.0,26.0,25.0,13.0,9.0,0.0,22.0,10.0,29.0,13.0,81.0,228.0,33.045,0.267,0.172,6.887,0.257,0.583,25.278,32.767,2466,21.7743,5
E09000033,Westminster,E01004676,Westminster 006A,590000.0,18.0,21.0,6.0,2.0,2.0,16.0,3.0,17.0,14.0,54.0,153.0,21.229,0.164,0.105,11.063,-0.249,0.273,23.683,29.282,1759,19.9467,4
E09000033,Westminster,E01004677,Westminster 005C,586250.0,6.0,8.0,8.0,1.0,0.0,8.0,0.0,18.0,17.0,26.0,92.0,22.942,0.183,0.125,8.957,-0.026,-0.03,23.051,30.175,1919,20.7789,5
E09000033,Westminster,E01004678,Westminster 005D,606000.0,18.0,17.0,16.0,0.0,2.0,12.0,6.0,21.0,15.0,45.0,152.0,24.677,0.182,0.124,12.077,0.019,0.451,22.782,31.431,2166,23.154,5
E09000033,Westminster,E01004679,Westminster 005E,480000.0,20.0,12.0,29.0,1.0,6.0,22.0,11.0,81.0,15.0,96.0,293.0,32.133,0.252,0.155,12.039,-0.059,0.529,23.798,44.142,2361,20.8297,5
E09000033,Westminster,E01004680,Westminster 015A,2130000.0,11.0,27.0,19.0,3.0,0.0,24.0,18.0,71.0,42.0,56.0,271.0,11.027,0.025,0.017,6.054,-1.959,0.857,19.019,44.367,1407,52.2843,6b
E09000033,Westminster,E01004681,Westminster 016A,829400.0,13.0,40.0,11.0,4.0,1.0,17.0,13.0,129.0,21.0,49.0,298.0,12.054,0.07,0.042,9.947,-0.894,-1.158,24.152,45.063,2198,48.2925,6b
E09000033,Westminster,E01004682,Westminster 016B,937500.0,18.0,40.0,11.0,3.0,2.0,29.0,11.0,151.0,29.0,52.0,346.0,14.246,0.051,0.032,5.96,-0.846,0.521,30.281,47.705,1587,58.4605,6b
E09000033,Westminster,E01004683,Westminster 015B,1425000.0,4.0,26.0,5.0,0.0,1.0,14.0,13.0,41.0,24.0,19.0,147.0,8.566,0.024,0.019,1.929,-2.064,0.586,19.211,37.698,1520,51.9145,6b
E09000033,Westminster,E01004684,Westminster 015C,1040000.0,6.0,27.0,13.0,1.0,3.0,15.0,16.0,74.0,30.0,60.0,245.0,21.313,0.108,0.063,13.385,-1.082,1.282,23.592,46.891,1590,59.6186,6b
E09000033,Westminster,E01004686,Westminster 015E,745000.0,14.0,9.0,8.0,9.0,2.0,19.0,8.0,64.0,27.0,63.0,223.0,23.844,0.116,0.088,9.808,-0.671,1.141,26.079,51.444,1306,52.7642,6b
E09000033,Westminster,E01004687,Westminster 019A,4795000.0,8.0,22.0,1.0,0.0,0.0,9.0,8.0,32.0,27.0,21.0,128.0,6.967,0.009,0.007,0.361,-2.576,0.217,17.361,38.612,1703,56.1355,6b
E09000033,Westminster,E01004688,Westminster 019B,1350000.0,24.5,23.0,83.5,1.5,3.0,29.0,37.5,287.5,83.0,107.5,680.0,5.319,0.006,0.003,5.284,-2.34,-0.855,19.788,31.686,2404,17.0752,4
E09000033,Westminster,E01004689,Westminster 019C,5100000.0,24.5,23.0,83.5,1.5,3.0,29.0,37.5,287.5,83.0,107.5,680.0,15.963,0.009,0.007,4.805,-2.528,1.982,17.528,51.545,1444,21.6517,5
E09000033,Westminster,E01004690,Westminster 019D,4025000.0,12.0,16.0,10.0,1.0,1.0,6.0,6.0,31.0,25.0,26.0,134.0,5.445,0.013,0.006,2.295,-2.762,-1.274,19.949,36.369,1700,79.5459,6b
E09000033,Westminster,E01004691,Westminster 019E,3325000.0,25.0,26.0,31.0,1.0,2.0,18.0,27.0,134.0,119.0,40.0,423.0,10.967,0.013,0.006,3.779,-2.792,-0.196,25.349,59.133,1633,36.6798,6a
E09000033,Westminster,E01004692,Westminster 019F,3337500.0,26.0,10.0,10.0,3.0,0.0,20.0,2.0,48.0,41.0,37.0,197.0,6.602,0.008,0.007,6.899,-2.321,-0.649,20.247,37.317,1549,19.0912,4
E09000033,Westminster,E01004693,Westminster 017B,1875000.0,13.0,24.0,3.0,2.0,0.0,4.0,3.0,31.0,39.0,27.0,146.0,12.614,0.034,0.026,2.485,-1.795,1.046,21.053,47.548,1568,32.3528,6a
E09000033,Westminster,E01004694,Westminster 016C,1230000.0,9.0,27.0,5.0,2.0,2.0,19.0,13.0,84.0,11.0,56.0,228.0,8.45,0.026,0.02,2.994,-2.124,0.098,26.387,36.628,2037,42.605,6b
E09000033,Westminster,E01004695,Westminster 017C,875000.0,15.0,41.0,9.0,0.0,2.0,27.0,25.0,208.0,129.0,77.0,533.0,12.739,0.058,0.03,3.114,-0.78,0.843,25.149,36.709,1409,28.8042,6a
E09000033,Westminster,E01004696,Westminster 017D,480000.0,6.0,10.0,13.0,2.0,0.0,10.0,4.0,11.0,6.0,28.0,90.0,32.394,0.253,0.165,10.259,0.36,0.156,28.489,35.34,1618,35.8808,6a
E09000033,Westminster,E01004697,Westminster 016D,957500.0,7.0,25.0,5.0,0.0,1.0,7.0,4.0,27.0,16.0,19.0,111.0,16.233,0.08,0.05,9.793,-1.073,0.747,24.451,44.723,1706,46.771,6b
E09000033,Westminster,E01004698,Westminster 017E,1100000.0,13.0,32.0,15.0,3.0,1.0,19.0,21.0,113.0,12.0,78.0,307.0,19.958,0.078,0.06,4.095,-0.591,1.465,31.351,38.327,1684,32.0154,6a
E09000033,Westminster,E01004699,Westminster 017F,950000.0,26.0,52.0,19.0,2.0,0.0,32.0,39.0,233.0,46.0,77.0,526.0,14.726,0.053,0.03,2.4,-1.514,0.932,26.465,51.443,2374,36.6663,6a
E09000033,Westminster,E01004700,Westminster 016E,1260000.0,5.0,25.0,4.0,0.0,0.0,11.0,5.0,32.0,11.0,31.0,124.0,11.301,0.048,0.037,5.285,-1.775,0.181,28.223,40.504,2005,43.6558,6b
E09000033,Westminster,E01004701,Westminster 007A,1115000.0,5.0,13.0,0.0,1.0,1.0,5.0,4.0,20.0,21.0,23.0,93.0,9.41,0.063,0.034,3.45,-1.166,-0.696,17.462,44.905,1722,20.3509,5
E09000033,Westminster,E01004702,Westminster 009E,1071800.0,23.0,21.0,32.0,2.0,7.0,23.0,11.0,48.0,21.0,104.0,292.0,42.113,0.315,0.214,22.182,0.27,0.592,27.939,37.474,2783,35.2074,6a
E09000033,Westminster,E01004703,Westminster 007B,1650000.0,10.0,10.0,14.0,3.0,1.0,12.0,15.0,34.0,36.0,50.0,185.0,10.512,0.059,0.029,4.762,-2.141,0.597,17.18,38.993,2425,29.3416,6a
E09000033,Westminster,E01004705,Westminster 007D,1200000.0,7.0,18.0,2.0,1.0,0.0,4.0,5.0,16.0,34.0,10.0,97.0,5.344,0.028,0.016,1.384,-1.708,-0.126,11.189,33.803,1603,21.3213,5
E09000033,Westminster,E01004706,Westminster 006B,870000.0,8.0,13.0,2.0,1.0,0.0,3.0,10.0,22.0,23.0,18.0,100.0,7.391,0.042,0.02,1.105,-0.935,0.631,11.103,27.727,1669,16.191,4
E09000033,Westminster,E01004707,Westminster 006C,975000.0,9.0,18.0,0.0,0.0,0.0,7.0,7.0,16.0,42.0,4.0,103.0,3.915,0.025,0.015,0.646,-2.2,-0.276,10.804,26.515,2091,16.003,4
E09000033,Westminster,E01004708,Westminster 006D,550000.0,13.0,15.0,4.0,1.0,0.0,10.0,5.0,25.0,13.0,46.0,132.0,22.865,0.148,0.114,4.25,-0.3,0.441,23.3,45.923,1716,20.4872,5
E09000033,Westminster,E01004709,Westminster 007E,865000.0,5.0,10.0,8.0,1.0,2.0,23.0,4.0,36.0,27.0,51.0,167.0,20.127,0.175,0.12,5.448,-0.601,-0.13,20.999,30.62,1773,20.2799,5
E09000033,Westminster,E01004710,Westminster 002D,470000.0,5.0,14.0,8.0,2.0,1.0,22.0,14.0,34.0,23.0,75.0,198.0,31.131,0.243,0.153,12.795,-0.194,0.898,24.255,33.88,1715,24.3461,5
E09000033,Westminster,E01004711,Westminster 002E,465000.0,16.0,14.0,7.0,0.0,1.0,9.0,5.0,18.0,20.0,47.0,137.0,24.274,0.206,0.131,13.828,-0.154,-0.151,23.441,27.529,1965,19.8554,4
E09000033,Westminster,E01004712,Westminster 008C,1054000.0,14.0,22.0,9.0,6.0,2.0,18.0,21.0,281.0,16.0,49.0,438.0,11.061,0.057,0.026,6.017,-1.963,-0.109,21.574,50.201,1959,63.3469,6b
E09000033,Westminster,E01004713,Westminster 011A,2000000.0,6.0,22.0,7.0,0.0,1.0,12.0,12.0,98.0,58.0,50.0,266.0,7.513,0.011,0.009,3.033,-2.398,-0.531,16.021,49.819,1973,50.0415,6b
E09000033,Westminster,E01004714,Westminster 011B,1850861.0,34.0,86.0,38.0,11.0,3.0,78.0,108.0,2156.0,175.0,194.0,2883.0,10.268,0.035,0.021,1.454,-2.169,-0.229,20.846,57.811,2199,63.5465,6b
E09000033,Westminster,E01004715,Westminster 013A,2200000.0,10.0,22.0,5.0,4.0,0.0,23.0,27.0,251.0,30.0,78.0,450.0,15.84,0.111,0.065,13.01,-0.536,-0.651,25.484,37.274,2292,52.7533,6b
E09000033,Westminster,E01004716,Westminster 011C,3900000.0,6.0,7.0,5.0,0.0,0.0,11.0,7.0,118.0,30.0,31.0,215.0,7.362,0.012,0.007,0.884,-2.723,-0.649,21.968,45.614,1692,47.6987,6b
E09000033,Westminster,E01004717,Westminster 011D,1005000.0,11.0,23.0,7.0,0.0,2.0,8.0,16.0,226.0,19.0,40.0,352.0,12.041,0.038,0.024,0.172,-1.733,-0.363,20.928,69.231,1779,53.748,6b
E09000033,Westminster,E01004718,Westminster 004A,642500.0,14.0,9.0,13.0,1.0,2.0,7.0,2.0,15.0,16.0,55.0,134.0,29.795,0.206,0.14,20.38,0.16,0.475,22.984,40.099,2173,20.4329,5
E09000033,Westminster,E01004719,Westminster 004B,760000.0,9.0,4.0,9.0,1.0,3.0,8.0,4.0,16.0,17.0,65.0,136.0,28.56,0.216,0.146,13.199,-0.074,0.234,22.382,42.808,2042,16.6143,4
E09000033,Westminster,E01004720,Westminster 004C,935000.0,14.0,15.0,13.0,1.0,1.0,12.0,4.0,16.0,22.0,43.0,141.0,32.043,0.23,0.152,19.59,-0.051,0.616,24.141,42.833,2159,19.3185,4
E09000033,Westminster,E01004721,Westminster 004D,900000.0,12.0,13.0,29.0,6.0,3.0,21.0,3.0,32.0,9.0,64.0,192.0,38.504,0.288,0.2,16.558,0.465,0.728,24.365,31.75,2131,15.3964,4
E09000033,Westminster,E01004722,Westminster 004E,598250.0,12.0,13.0,18.0,3.0,2.0,10.0,2.0,21.0,7.0,60.0,148.0,35.96,0.313,0.196,21.196,-0.066,0.115,24.742,25.341,2524,18.957,4
E09000033,Westminster,E01004723,Westminster 005F,600000.0,21.0,21.0,7.0,6.0,5.0,12.0,5.0,37.0,15.0,54.0,183.0,29.307,0.244,0.152,13.807,-0.051,0.248,23.127,33.89,2475,21.6252,5
E09000033,Westminster,E01004724,Westminster 001C,2190000.0,7.0,16.0,1.0,2.0,0.0,6.0,10.0,74.0,23.0,28.0,167.0,10.86,0.076,0.045,17.012,-1.645,-0.642,22.075,29.831,1997,14.764,3
E09000033,Westminster,E01004725,Westminster 003B,1950000.0,13.0,12.0,7.0,0.0,1.0,16.0,1.0,32.0,22.0,41.0,145.0,27.158,0.21,0.107,15.352,-0.585,0.631,30.624,39.103,1582,16.858,4
