Local authority code,Local authority name,LSOA code,LSOA name,Median House Price 2022,Arson and Criminal Damage,Burglary,Drug Offences,Miscellaneous Crimes Against Society,Possession of Weapons,Public Order Offences,Robbery,Theft,Vehicle Offences,Violence Against The Person,Total Crime 2022,IMD Score,Income Deprivation Score,Employment Deprivation Score,Education Deprivation Score,Health Deprivation Score,Crime Score,Housing and Services Deprivation Score,Living Environment Deprivation Score,Total Population 2015,Average PTAI 2015,PTAL
E09000004,Bexley,E01000392,Bexley 016B,236500.0,19.0,6.0,9.0,3.0,1.0,19.0,6.0,60.0,9.0,94.0,226.0,22.909,0.154,0.092,23.61,-0.062,-0.219,31.201,31.407,1877,11.2378,3
E09000004,Bexley,E01000393,Bexley 020G,421500.0,6.0,2.0,6.0,5.0,4.0,4.0,1.0,20.0,14.0,27.0,89.0,9.166,0.046,0.039,10.425,-0.883,0.03,19.378,30.198,1668,8.81402,2
E09000004,Bexley,E01000394,Bexley 015E,449000.0,3.0,4.0,6.0,2.0,0.0,12.0,3.0,14.0,9.0,27.0,80.0,9.317,0.075,0.052,7.925,-0.63,-0.444,21.591,15.564,1545,15.4882,4
E09000004,Bexley,E01000395,Bexley 018B,505500.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,9.0,8.0,20.0,42.0,5.03,0.031,0.03,9.871,-0.966,-0.92,17.101,17.388,1446,4.94627,1b
E09000004,Bexley,E01000396,Bexley 018C,485500.0,7.0,5.0,1.0,2.0,0.0,1.0,0.0,5.0,19.0,4.0,44.0,8.072,0.046,0.038,12.869,-0.554,-1.064,20.97,23.289,1402,4.80394,1b
E09000004,Bexley,E01000398,Bexley 029A,431500.0,6.0,5.0,1.0,2.0,0.0,2.0,0.0,3.0,6.0,34.0,59.0,20.001,0.119,0.106,33.033,-0.448,-0.882,27.601,20.399,1610,3.35725,1b
E09000004,Bexley,E01000399,Bexley 029B,477000.0,2.0,2.0,0.0,1.0,0.0,3.0,0.0,3.0,12.0,24.0,47.0,9.101,0.047,0.043,20.401,-1.177,-0.452,20.766,22.475,1609,8.83361,2
E09000004,Bexley,E01000400,Bexley 029C,396000.0,5.0,1.0,1.0,0.0,0.0,3.0,1.0,8.0,14.0,28.0,61.0,14.705,0.093,0.09,17.028,-0.656,-0.419,17.692,27.399,1584,10.4133,3
E09000004,Bexley,E01000401,Bexley 013A,430000.0,5.0,10.0,2.0,2.0,1.0,9.0,1.0,16.0,13.0,40.0,99.0,21.111,0.14,0.097,26.036,-0.017,-0.318,25.536,25.429,1864,11.8369,3
E09000004,Bexley,E01000402,Bexley 005B,245000.0,13.0,4.0,10.0,4.0,2.0,7.0,0.0,14.0,14.0,35.0,103.0,23.537,0.159,0.106,21.148,-0.249,0.336,33.431,20.091,1548,3.55182,1b
E09000004,Bexley,E01000403,Bexley 004A,248500.0,33.0,22.0,23.0,6.0,7.0,28.0,16.0,250.0,56.0,122.0,563.0,29.529,0.198,0.123,22.344,-0.18,1.236,33.367,14.797,2194,10.5372,3
E09000004,Bexley,E01000404,Bexley 004B,225000.0,15.0,11.0,12.0,9.0,3.0,18.0,6.0,24.0,24.0,98.0,220.0,30.082,0.22,0.126,23.039,0.148,0.508,37.505,17.527,2424,9.788,2
E09000004,Bexley,E01000405,Bexley 004C,395000.0,15.0,5.0,5.0,0.0,2.0,11.0,0.0,20.0,18.0,56.0,132.0,28.889,0.175,0.113,21.194,0.175,0.393,39.923,31.647,1463,3.73665,1b
E09000004,Bexley,E01000406,Bexley 005C,345000.0,19.0,6.0,12.0,2.0,2.0,7.0,2.0,22.0,19.0,80.0,171.0,23.276,0.15,0.084,20.805,-0.179,0.633,33.11,25.805,1675,2.82144,1b
E09000004,Bexley,E01000407,Bexley 005D,455000.0,6.0,6.0,2.0,4.0,1.0,10.0,1.0,10.0,15.0,31.0,86.0,14.648,0.096,0.069,19.482,-0.606,-0.239,20.98,27.796,1563,5.89327,2
E09000004,Bexley,E01000408,Bexley 004D,370000.0,28.0,15.0,4.0,8.0,2.0,13.0,6.0,31.0,37.0,70.0,214.0,23.784,0.18,0.102,22.216,-0.075,0.351,22.572,29.548,1804,2.95511,1b
E09000004,Bexley,E01000409,Bexley 016C,439000.0,3.0,6.0,0.0,0.0,0.0,3.0,0.0,2.0,9.0,13.0,36.0,5.938,0.036,0.039,17.739,-1.249,-1.23,15.839,14.198,1698,6.05412,2
E09000004,Bexley,E01000410,Bexley 018D,433000.0,10.0,7.0,3.0,1.0,0.0,5.0,0.0,28.0,11.0,16.0,81.0,7.496,0.034,0.031,15.232,-0.804,-0.148,20.11,18.793,1654,3.39149,1b
E09000004,Bexley,E01000411,Bexley 016D,453000.0,3.0,1.0,1.0,3.0,0.0,8.0,0.0,2.0,10.0,6.0,34.0,9.621,0.055,0.045,18.064,-0.831,-0.407,18.704,24.538,1428,3.93518,1b
E09000004,Bexley,E01000412,Bexley 018E,411500.0,8.0,7.0,0.0,5.0,1.0,6.0,0.0,9.0,17.0,32.0,85.0,8.605,0.037,0.037,13.642,-0.87,-0.567,28.195,19.754,1828,6.77975,2
E09000004,Bexley,E01000413,Bexley 018F,420000.0,2.0,1.0,7.0,1.0,0.0,7.0,1.0,46.0,6.0,36.0,107.0,10.974,0.061,0.048,23.404,-0.845,-0.133,20.965,19.08,1370,3.13988,1b
E09000004,Bexley,E01000414,Bexley 016E,400000.0,9.0,6.0,14.0,2.0,2.0,29.0,5.0,102.0,15.0,73.0,257.0,13.631,0.092,0.052,12.568,-0.966,0.472,20.599,29.738,1817,15.578,4
E09000004,Bexley,E01000415,Bexley 016F,555000.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,2.0,8.0,17.0,32.0,6.236,0.039,0.035,14.993,-1.211,-0.244,14.663,14.797,1488,10.0208,3
E09000004,Bexley,E01000416,Bexley 002A,400328.4499882029,21.0,6.0,20.0,2.0,4.0,14.0,6.0,78.0,34.0,69.0,254.0,25.261,0.168,0.11,16.656,-0.361,1.066,32.585,15.171,1654,14.2417,3
E09000004,Bexley,E01000417,Bexley 006B,450000.0,8.0,5.0,8.0,4.0,0.0,8.0,2.0,22.0,39.0,44.0,140.0,19.563,0.112,0.083,17.267,-0.351,0.255,35.737,21.216,1764,6.47468,2
E09000004,Bexley,E01000418,Bexley 002B,325000.0,6.0,7.0,6.0,0.0,0.0,5.0,2.0,11.0,24.0,30.0,91.0,18.667,0.133,0.061,18.214,-0.624,0.094,37.213,22.374,2038,8.33427,2
E09000004,Bexley,E01000419,Bexley 006C,445000.0,4.0,7.0,1.0,0.0,0.0,2.0,1.0,3.0,6.0,13.0,37.0,8.707,0.049,0.045,12.155,-0.777,-0.439,23.046,20.176,1338,3.82175,1b
E09000004,Bexley,E01000420,Bexley 006D,500000.0,3.0,1.0,1.0,1.0,2.0,1.0,0.0,3.0,7.0,9.0,28.0,11.155,0.073,0.061,22.13,-0.76,-0.463,18.607,14.547,1576,4.24964,1b
E09000004,Bexley,E01000421,Bexley 009D,490000.0,4.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,3.0,7.0,22.0,7.222,0.04,0.049,9.262,-0.614,-0.69,21.332,14.052,1519,3.69421,1b
E09000004,Bexley,E01000423,Bexley 025C,587500.0,2.0,2.0,1.0,2.0,0.0,1.0,0.0,5.0,13.0,17.0,43.0,5.619,0.042,0.037,10.341,-1.349,-0.95,16.025,18.795,1702,5.6252,2
E09000004,Bexley,E01000424,Bexley 026A,310000.0,9.0,8.0,5.0,1.0,1.0,0.0,1.0,2.0,15.0,12.0,54.0,6.789,0.04,0.032,4.241,-1.336,-0.144,17.836,29.816,1690,12.0637,3
E09000004,Bexley,E01000425,Bexley 025D,675000.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,8.0,11.0,6.0,32.0,6.454,0.041,0.039,8.465,-0.545,-1.388,23.716,11.394,1767,2.02419,1a
E09000004,Bexley,E01000426,Bexley 026B,412500.0,4.0,3.0,0.0,0.0,1.0,1.0,1.0,10.0,9.0,17.0,46.0,10.343,0.077,0.042,11.211,-0.843,-0.896,23.027,29.847,1656,4.01798,1b
E09000004,Bexley,E01000427,Bexley 026C,365000.0,11.0,8.0,1.0,2.0,0.0,9.0,1.0,9.0,18.0,19.0,78.0,12.878,0.086,0.072,12.821,-0.936,-0.466,27.715,17.632,2189,3.50594,1b
E09000004,Bexley,E01000428,Bexley 027D,310000.0,37.0,11.0,6.0,1.0,0.0,10.0,3.0,26.0,33.0,120.0,247.0,23.903,0.153,0.094,20.885,0.369,0.2,34.46,17.261,1619,8.34943,2
E09000004,Bexley,E01000429,Bexley 008B,285000.0,27.0,11.0,13.0,8.0,0.0,10.0,1.0,19.0,23.0,80.0,192.0,42.524,0.257,0.187,30.708,0.498,0.827,49.187,18.42,1656,3.16287,1b
E09000004,Bexley,E01000430,Bexley 008C,380000.0,12.0,4.0,3.0,6.0,3.0,8.0,2.0,11.0,33.0,42.0,124.0,16.489,0.128,0.081,14.003,-0.594,-0.42,34.21,8.52,2058,1.11926,1a
E09000004,Bexley,E01000431,Bexley 008D,358000.0,19.0,3.0,2.0,1.0,1.0,8.0,3.0,16.0,11.0,51.0,115.0,36.113,0.256,0.161,30.508,0.225,0.452,40.702,18.596,1848,3.88447,1b
E09000004,Bexley,E01000432,Bexley 008E,440000.0,25.0,8.0,8.0,2.0,2.0,20.0,1.0,33.0,25.0,92.0,216.0,24.386,0.165,0.111,27.648,-0.08,0.377,29.349,17.061,1813,6.72977,2
E09000004,Bexley,E01000433,Bexley 008F,395000.0,19.0,6.0,10.0,5.0,2.0,18.0,1.0,11.0,21.0,128.0,221.0,35.521,0.224,0.162,28.709,0.601,0.684,36.153,19.367,1980,9.43322,2
E09000004,Bexley,E01000434,Bexley 008G,376500.0,17.0,6.0,3.0,3.0,2.0,12.0,4.0,16.0,6.0,74.0,143.0,38.229,0.239,0.18,52.524,0.629,-0.15,34.138,18.222,1675,3.18236,1b
E09000004,Bexley,E01000435,Bexley 010E,375000.0,6.0,2.0,3.0,3.0,0.0,4.0,1.0,88.0,14.0,31.0,152.0,31.181,0.205,0.123,32.203,-0.158,0.615,41.706,19.646,1407,6.34223,2
E09000004,Bexley,E01000436,Bexley 011E,505000.0,3.0,2.0,2.0,2.0,0.0,1.0,0.0,2.0,8.0,10.0,30.0,5.016,0.037,0.039,13.009,-1.169,-1.501,13.039,14.9,1733,5.0137,2
E09000004,Bexley,E01000437,Bexley 007A,425000.0,2.0,3.0,6.0,0.0,2.0,2.0,0.0,3.0,12.0,15.0,45.0,13.671,0.089,0.066,19.26,-0.314,-0.051,20.571,16.685,1363,2.76876,1b
E09000004,Bexley,E01000438,Bexley 007B,375000.0,20.0,11.0,4.0,0.0,0.0,8.0,0.0,2.0,8.0,48.0,101.0,14.031,0.09,0.056,23.391,-0.719,0.023,20.997,25.78,1713,3.66003,1b
E09000004,Bexley,E01000439,Bexley 007C,385500.0,11.0,11.0,4.0,4.0,1.0,12.0,3.0,38.0,18.0,71.0,173.0,23.787,0.157,0.116,28.584,-0.385,0.502,20.007,28.788,1440,4.73103,1b
E09000004,Bexley,E01000440,Bexley 007D,490000.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,3.0,8.0,5.0,20.0,7.749,0.037,0.046,20.482,-1.398,-0.327,16.176,17.621,1438,2.87468,1b
E09000004,Bexley,E01000441,Bexley 007E,392500.0,14.0,9.0,5.0,0.0,2.0,10.0,5.0,18.0,15.0,77.0,155.0,29.024,0.215,0.136,31.82,0.227,0.393,25.151,16.815,1644,3.73763,1b
E09000004,Bexley,E01000442,Bexley 006E,467025.0,2.0,4.0,2.0,0.0,0.0,2.0,0.0,3.0,10.0,13.0,36.0,13.895,0.093,0.078,22.117,-0.759,-0.658,21.88,17.986,1637,4.71723,1b
E09000004,Bexley,E01000443,Bexley 024B,452000.0,11.0,3.0,0.0,3.0,0.0,2.0,1.0,4.0,7.0,14.0,45.0,18.208,0.1,0.1,17.594,-0.033,-0.344,26.372,23.621,1278,9.31065,2
E09000004,Bexley,E01000444,Bexley 023B,665000.0,9.0,4.0,0.0,1.0,0.0,3.0,0.0,11.0,17.0,16.0,61.0,6.832,0.029,0.043,5.754,-1.493,-0.179,26.486,14.944,1696,1.73546,1a
E09000004,Bexley,E01000445,Bexley 024C,538500.0,9.0,6.0,1.0,1.0,1.0,2.0,1.0,26.0,3.0,28.0,78.0,5.791,0.032,0.031,11.348,-1.253,-0.474,22.305,12.192,1659,5.52986,2
E09000004,Bexley,E01000446,Bexley 024D,412800.0,2.0,3.0,3.0,3.0,0.0,5.0,0.0,5.0,7.0,23.0,51.0,6.243,0.037,0.035,12.405,-0.71,-0.645,15.506,18.44,1562,5.51408,2
E09000004,Bexley,E01000447,Bexley 023C,405000.0,19.0,11.0,9.0,5.0,0.0,12.0,1.0,23.0,51.0,58.0,189.0,10.353,0.071,0.047,6.153,-0.727,0.31,19.879,23.184,1789,7.28666,2
E09000004,Bexley,E01000448,Bexley 023D,605000.0,2.0,5.0,1.0,1.0,0.0,2.0,0.0,5.0,7.0,9.0,32.0,3.171,0.026,0.028,3.883,-1.029,-0.708,13.282,11.678,1372,6.52184,2
E09000004,Bexley,E01000449,Bexley 023E,550000.0,5.0,0.0,2.0,2.0,0.0,3.0,0.0,6.0,25.0,8.0,51.0,5.445,0.028,0.034,4.298,-0.824,0.164,15.363,13.959,1495,7.69075,2
E09000004,Bexley,E01000450,Bexley 009E,485000.0,9.0,5.0,7.0,1.0,1.0,4.0,0.0,4.0,15.0,38.0,84.0,18.048,0.123,0.103,19.042,-0.456,-0.121,25.716,15.171,1865,3.65512,1b
E09000004,Bexley,E01000451,Bexley 009F,470000.0,3.0,1.0,1.0,0.0,1.0,4.0,2.0,5.0,11.0,14.0,42.0,7.498,0.043,0.038,17.165,-0.978,-0.735,18.542,20.03,1736,4.68981,1b
E09000004,Bexley,E01000452,Bexley 009G,477500.0,0.0,4.0,2.0,0.0,0.0,1.0,0.0,2.0,10.0,12.0,31.0,7.478,0.056,0.042,14.166,-0.962,-0.803,15.224,20.561,1442,3.56929,1b
E09000004,Bexley,E01000453,Bexley 013B,435000.0,1.0,5.0,4.0,0.0,0.0,2.0,1.0,4.0,10.0,32.0,59.0,8.045,0.052,0.041,19.152,-1.101,-0.491,14.788,20.351,1507,3.33074,1b
E09000004,Bexley,E01000454,Bexley 013C,428500.0,16.0,3.0,8.0,4.0,4.0,12.0,2.0,6.0,10.0,45.0,110.0,18.58,0.116,0.09,23.051,-0.291,0.245,22.405,22.02,1616,5.20112,2
E09000004,Bexley,E01000455,Bexley 013D,487500.0,1.0,3.0,3.0,2.0,0.0,0.0,0.0,6.0,8.0,19.0,42.0,8.188,0.049,0.043,15.974,-0.887,-0.279,16.22,20.012,1765,6.20344,2
E09000004,Bexley,E01000456,Bexley 013E,464000.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,13.0,26.0,6.115,0.039,0.041,12.419,-1.267,-0.868,16.809,18.498,1492,3.1968,1b
E09000004,Bexley,E01000457,Bexley 026D,296000.0,31.0,19.0,16.0,2.0,1.0,20.0,3.0,98.0,22.0,88.0,300.0,12.09,0.081,0.049,13.122,-0.47,0.042,24.27,19.804,2024,14.9432,3
E09000004,Bexley,E01000458,Bexley 027E,450000.0,4.0,2.0,0.0,0.0,0.0,1.0,0.0,5.0,11.0,7.0,30.0,5.631,0.046,0.032,4.795,-0.809,-0.833,23.137,11.176,1431,6.24632,2
E09000004,Bexley,E01000459,Bexley 027F,330000.0,6.0,12.0,3.0,1.0,0.0,13.0,2.0,11.0,12.0,32.0,92.0,14.438,0.121,0.077,10.295,-0.455,-0.176,23.98,13.645,1847,8.92433,2
E09000004,Bexley,E01000460,Bexley 022E,713750.0,2.0,1.0,6.0,1.0,1.0,1.0,1.0,2.0,6.0,7.0,28.0,5.115,0.034,0.031,8.071,-1.412,-0.744,24.722,8.031,1291,2.84096,1b
E09000004,Bexley,E01000461,Bexley 024E,650000.0,1.0,1.0,1.0,0.0,0.0,7.0,1.0,7.0,7.0,8.0,33.0,7.086,0.037,0.035,8.647,-1.506,-0.217,27.514,13.09,1620,7.33343,2
E09000004,Bexley,E01000462,Bexley 026E,257000.0,21.0,10.0,21.0,2.0,4.0,20.0,5.0,24.0,24.0,57.0,188.0,14.326,0.101,0.06,13.872,-0.471,-0.455,23.096,32.556,1734,13.3928,3
E09000004,Bexley,E01000463,Bexley 025E,460000.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,3.0,9.0,7.0,27.0,5.128,0.035,0.035,9.061,-0.803,-1.045,15.812,16.249,1297,4.46658,1b
E09000004,Bexley,E01000464,Bexley 002D,250550.0,8.0,4.0,4.0,1.0,0.0,9.0,0.0,4.0,22.0,43.0,95.0,25.484,0.215,0.117,18.513,-0.185,0.057,35.396,11.461,1569,7.31605,2
E09000004,Bexley,E01000465,Bexley 002E,330500.0,15.0,4.0,9.0,4.0,1.0,10.0,4.0,15.0,29.0,51.0,142.0,28.674,0.225,0.137,26.542,0.065,-0.104,35.338,10.067,1699,5.52304,2
E09000004,Bexley,E01000467,Bexley 001B,316000.0,17.0,6.0,5.0,1.0,1.0,6.0,1.0,11.0,17.0,52.0,117.0,18.552,0.157,0.084,14.14,-0.484,-0.181,31.952,14.221,1864,8.04513,2
E09000004,Bexley,E01000468,Bexley 001C,335000.0,13.0,9.0,0.0,1.0,2.0,5.0,2.0,17.0,30.0,87.0,166.0,20.855,0.158,0.074,5.808,-0.559,-0.179,50.582,9.245,3085,3.15332,1b
E09000004,Bexley,E01000469,Bexley 001D,279995.0,5.0,5.0,4.0,1.0,0.0,9.0,1.0,12.0,12.0,58.0,107.0,19.895,0.143,0.086,10.345,-0.269,0.332,35.858,13.773,1817,6.27424,2
E09000004,Bexley,E01000470,Bexley 002F,366500.0,20.0,4.0,15.0,3.0,0.0,12.0,4.0,18.0,28.0,76.0,180.0,38.345,0.241,0.176,26.159,0.069,1.145,45.243,12.145,1365,6.99926,2
E09000005,Brent,E01000471,Brent 026A,456750.0,13.0,2.0,4.0,1.0,0.0,1.0,1.0,6.0,10.0,18.0,56.0,21.524,0.097,0.07,22.598,-0.464,-0.261,49.84,24.382,1586,2.37083,1a
E09000005,Brent,E01000472,Brent 029A,347500.0,15.0,6.0,10.0,1.0,0.0,17.0,4.0,67.0,20.0,45.0,185.0,22.928,0.143,0.055,12.33,-0.718,0.04,48.046,41.409,1584,10.2867,3
E09000005,Brent,E01000473,Brent 029B,550000.0,12.0,8.0,12.0,3.0,2.0,15.0,4.0,60.0,7.0,71.0,194.0,25.222,0.145,0.085,27.046,-0.747,0.167,46.265,29.84,2356,13.5286,3
E09000005,Brent,E01000474,Brent 026B,545000.0,9.0,4.0,2.0,6.0,0.0,4.0,1.0,9.0,10.0,37.0,82.0,21.758,0.121,0.076,28.272,-0.819,-0.462,46.983,20.327,2234,6.01557,2
E09000005,Brent,E01000475,Brent 029C,500000.0,16.0,5.0,17.0,2.0,1.0,14.0,4.0,42.0,21.0,62.0,184.0,21.12,0.124,0.068,13.258,-0.91,-0.457,53.276,23.986,2124,11.3146,3
E09000005,Brent,E01000476,Brent 026C,527500.0,6.0,11.0,5.0,1.0,2.0,5.0,1.0,13.0,9.0,46.0,99.0,19.67,0.098,0.058,28.684,-1.101,0.379,38.157,29.632,1780,4.26955,1b
E09000005,Brent,E01000477,Brent 026D,497000.0,20.0,7.0,10.0,2.0,0.0,3.0,2.0,12.0,26.0,55.0,137.0,23.491,0.11,0.061,30.81,-0.982,-0.117,52.686,29.429,2251,4.59434,1b
E09000005,Brent,E01000478,Brent 029D,435000.0,17.0,10.0,4.0,4.0,2.0,10.0,3.0,14.0,15.0,70.0,149.0,23.721,0.134,0.064,21.904,-1.069,0.408,45.058,38.057,1787,10.8191,3
E09000005,Brent,E01000479,Brent 009A,800000.0,7.0,7.0,4.0,1.0,1.0,4.0,2.0,11.0,25.0,36.0,98.0,15.83,0.106,0.07,7.354,-1.14,0.092,34.914,24.661,1646,8.773,2
E09000005,Brent,E01000480,Brent 006A,820000.0,5.0,6.0,4.0,3.0,1.0,2.0,0.0,3.0,19.0,36.0,79.0,11.775,0.072,0.045,3.875,-1.037,0.395,29.622,24.978,1789,8.53172,2
E09000005,Brent,E01000481,Brent 009B,315000.0,13.0,4.0,8.0,4.0,1.0,8.0,0.0,17.0,12.0,57.0,124.0,27.74,0.169,0.117,6.912,-0.519,0.077,54.349,30.802,1528,10.7994,3
E09000005,Brent,E01000482,Brent 009C,346000.0,30.0,18.0,61.0,12.0,8.0,56.0,17.0,136.0,44.0,158.0,540.0,33.304,0.229,0.15,13.984,0.406,0.234,45.676,21.805,3007,13.8398,3
E09000005,Brent,E01000483,Brent 009D,300000.0,8.0,11.0,11.0,1.0,1.0,13.0,3.0,106.0,14.0,37.0,205.0,33.513,0.233,0.144,21.164,-0.053,0.402,45.991,24.973,1853,4.48723,1b
E09000005,Brent,E01000485,Brent 006C,501578.7550249481,8.0,3.0,0.0,1.0,1.0,4.0,2.0,9.0,13.0,30.0,71.0,29.651,0.205,0.1,17.394,0.589,0.259,45.94,15.022,1400,6.62453,2
E09000005,Brent,E01000486,Brent 006D,787500.0,5.0,6.0,1.0,1.0,1.0,1.0,2.0,1.0,10.0,16.0,44.0,15.555,0.086,0.057,7.505,-1.159,0.397,40.994,18.492,1643,1.89211,1a
E09000005,Brent,E01000487,Brent 006E,370000.0,7.0,12.0,7.0,4.0,0.0,6.0,1.0,19.0,13.0,50.0,119.0,17.634,0.123,0.068,7.192,-0.782,0.109,40.432,21.233,1952,9.2071,2
E09000005,Brent,E01000488,Brent 022A,874975.0,6.0,3.0,2.0,3.0,0.0,5.0,3.0,12.0,9.0,19.0,62.0,24.308,0.134,0.081,14.776,-0.517,0.842,44.202,26.912,1608,11.5861,3
E09000005,Brent,E01000489,Brent 030A,740000.0,11.0,22.0,0.0,3.0,1.0,10.0,2.0,24.0,16.0,32.0,121.0,23.257,0.173,0.081,5.678,-0.207,0.969,32.497,27.71,1493,9.81995,2
E09000005,Brent,E01000490,Brent 023A,580000.0,12.0,16.0,5.0,2.0,2.0,15.0,9.0,56.0,23.0,56.0,196.0,24.206,0.13,0.083,10.234,-0.308,0.98,41.181,29.383,1706,18.8376,4
E09000005,Brent,E01000491,Brent 030B,555000.0,6.0,28.0,5.0,1.0,0.0,9.0,3.0,21.0,33.0,55.0,161.0,21.226,0.133,0.089,9.526,-0.438,0.441,39.773,22.605,2038,8.22267,2
E09000005,Brent,E01000492,Brent 030C,1159500.0,5.0,14.0,0.0,0.0,0.0,2.0,3.0,14.0,15.0,16.0,69.0,13.405,0.085,0.055,2.874,-0.789,0.262,29.816,28.893,1337,10.2217,3
E09000005,Brent,E01000493,Brent 030D,1388000.0,5.0,2.0,3.0,0.0,1.0,1.0,2.0,12.0,18.0,17.0,61.0,12.31,0.083,0.058,3.441,-0.839,-0.018,26.481,29.578,1610,12.1156,3
E09000005,Brent,E01000494,Brent 023B,532500.0,2.0,16.0,1.0,3.0,0.0,7.0,2.0,12.0,20.0,34.0,97.0,19.535,0.142,0.071,4.003,-0.257,0.047,41.963,21.981,1692,12.7655,3
E09000005,Brent,E01000495,Brent 023C,650000.0,13.0,15.0,1.0,0.0,2.0,17.0,5.0,35.0,17.0,37.0,142.0,32.579,0.213,0.123,9.041,0.32,0.994,45.352,24.258,1615,16.5721,4
E09000005,Brent,E01000497,Brent 011A,633750.0,7.0,16.0,4.0,7.0,1.0,8.0,5.0,58.0,57.0,74.0,237.0,23.67,0.161,0.106,13.47,-0.353,0.357,38.841,20.737,1636,9.96727,2
E09000005,Brent,E01000498,Brent 010B,561500.0,5.0,21.0,10.0,2.0,1.0,12.0,2.0,14.0,22.0,32.0,121.0,32.538,0.187,0.112,32.814,-0.357,0.86,46.349,30.555,1660,2.96036,1b
E09000005,Brent,E01000499,Brent 011B,696958.6775446065,8.0,22.0,5.0,2.0,0.0,14.0,5.0,28.0,33.0,71.0,188.0,27.131,0.188,0.095,24.338,-0.377,0.365,41.652,27.8,1669,8.17823,2
E09000005,Brent,E01000501,Brent 011C,476750.0,8.0,2.0,10.0,2.0,1.0,7.0,0.0,9.0,14.0,51.0,104.0,35.651,0.255,0.159,16.423,-0.118,0.572,48.748,21.398,1853,7.46656,2
E09000005,Brent,E01000502,Brent 011D,695000.0,7.0,16.0,10.0,1.0,1.0,11.0,5.0,25.0,25.0,51.0,152.0,28.682,0.221,0.123,12.641,-0.496,0.68,41.031,21.734,1715,5.22546,2
E09000005,Brent,E01000503,Brent 011E,760000.0,13.0,9.0,4.0,0.0,2.0,7.0,0.0,13.0,37.0,50.0,135.0,28.578,0.166,0.129,14.319,-0.478,0.83,44.218,24.95,2018,4.5231,1b
E09000005,Brent,E01000504,Brent 018A,625000.0,7.0,11.0,2.0,1.0,0.0,5.0,1.0,13.0,24.0,30.0,94.0,21.374,0.12,0.094,8.118,-0.164,0.293,39.522,26.783,1727,8.5704,2
E09000005,Brent,E01000505,Brent 018B,891033.5334946432,6.0,8.0,6.0,4.0,3.0,10.0,1.0,15.0,21.0,29.0,103.0,20.325,0.135,0.081,10.765,-0.756,0.251,42.184,20.222,1732,6.07824,2
E09000005,Brent,E01000506,Brent 014A,330495.4151657959,13.0,16.0,10.0,1.0,4.0,14.0,7.0,23.0,20.0,55.0,163.0,30.431,0.186,0.108,24.496,-0.228,0.372,43.755,39.711,1855,12.7783,3
E09000005,Brent,E01000507,Brent 018C,945000.0,10.0,5.0,6.0,1.0,1.0,7.0,5.0,10.0,17.0,22.0,84.0,22.007,0.148,0.088,10.174,-0.748,0.554,41.377,20.392,1627,8.57724,2
E09000005,Brent,E01000508,Brent 025A,482500.0,18.0,9.0,27.0,4.0,4.0,23.0,15.0,34.0,34.0,97.0,265.0,37.833,0.245,0.174,30.342,-0.275,0.558,45.936,29.572,2165,9.03168,2
E09000005,Brent,E01000509,Brent 014B,612077.7464127336,12.0,25.0,12.0,4.0,1.0,7.0,4.0,14.0,20.0,46.0,145.0,34.158,0.171,0.112,29.7,-0.265,1.665,41.197,33.741,1518,7.72483,2
E09000005,Brent,E01000510,Brent 014C,385000.0,30.0,19.0,27.0,4.0,6.0,43.0,19.0,83.0,36.0,126.0,393.0,30.111,0.17,0.092,19.895,-0.827,1.458,42.445,34.818,1718,13.5329,3
E09000005,Brent,E01000511,Brent 014D,955000.0,12.0,7.0,14.0,0.0,0.0,9.0,7.0,15.0,14.0,41.0,119.0,31.007,0.16,0.099,16.599,-0.148,1.198,43.828,40.547,1606,14.7046,3
E09000005,Brent,E01000512,Brent 018D,942500.0,8.0,15.0,8.0,1.0,1.0,8.0,6.0,12.0,8.0,36.0,103.0,18.91,0.105,0.056,5.32,-0.642,0.604,38.412,37.022,1856,11.997,3
E09000005,Brent,E01000513,Brent 002A,601000.0,1.0,2.0,2.0,0.0,1.0,4.0,0.0,11.0,16.0,24.0,61.0,15.506,0.099,0.041,16.48,-0.798,-0.002,33.44,31.8,1630,7.65281,2
E09000005,Brent,E01000514,Brent 002B,552500.0,4.0,7.0,2.0,1.0,0.0,1.0,1.0,6.0,15.0,19.0,56.0,14.626,0.083,0.048,8.404,-0.832,0.043,39.568,25.027,1538,6.20177,2
E09000005,Brent,E01000515,Brent 003A,352250.0,8.0,2.0,6.0,2.0,0.0,8.0,12.0,15.0,13.0,64.0,130.0,27.517,0.174,0.097,16.035,-0.487,0.752,48.772,20.381,1875,8.24797,2
E09000005,Brent,E01000516,Brent 002C,555000.0,15.0,6.0,13.0,2.0,2.0,23.0,2.0,54.0,24.0,74.0,215.0,19.417,0.106,0.068,15.766,-0.542,0.389,36.466,31.57,1670,7.96554,2
